unnamed_0,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,age,vo2_max,bmi,n_marathons_run,cadence
1700,01:55:44,nan,1697,Mark,Male,3,3,0,38,31.61,18.58,3,163
4105,01:55:44,nan,4092,Beccy,Male,1,6,0,44,12.1,19.93,3,163
14393,01:55:43,Stubbington Green Runners,14351,Sophie,Female,0,0,0,39,16.98,21.76,2,164
7384,01:55:43,nan,7362,Jamie,Female,0,5,0,46,47.48,21.26,3,153
1699,01:55:43,nan,1696,Claire,Female,0,4,0,34,12.71832329,17.66,4,157
2950,01:55:43,nan,2940,Sophie,Female,1,5,0,41,27.21,20.06,2,156
6376,01:55:42,nan,6357,Sarah,Female,1,7,0,35,29.44,19.64,2,162
7019,01:55:42,nan,6997,Emma,Female,0,3,0,42,33.71,21.26,0,163
9640,01:55:42,nan,9613,Charlotte,Female,5,5,0,30,14.56,20.83,2,166
1697,01:55:42,nan,1694,Frank,Male,2,5,0,30,22.85,22.73,3,159
1698,01:55:42,nan,1695,Suzy,Female,0,0,0,36,20.89,23.08,2,159
366,01:55:41,nan,366,Lauren,Female,0,4,0,41,12.71832329,22.61,2,157
365,01:55:40,nan,365,Tom,Male,3,6,0,45,31.54,21.81,4,171
9639,01:55:40,Hereford Couriers,9612,John,Male,3,6,1,27,19.1,20.18,1,162
7383,01:55:39,nan,7361,Abbie,Female,1,2,0,36,31.55,23.5,3,169
2949,01:55:39,nan,2939,Amy,Female,0,0,0,34,36.27,19.85,5,161
7018,01:55:39,nan,6996,Deb,Female,0,5,0,36,20.89,21.84,3,149
4572,01:55:39,nan,4555,Matthew,Male,0,0,0,20,22.72,20.83,4,162
13228,01:55:38,Absolute 545 RunClub,13187,Alan,Male,1,4,1,35,39.76,19.65,1,152
9171,01:55:38,nan,9147,David,Male,1,2,0,29,33.79,23.03,4,157
12564,01:55:38,nan,12527,Katy,Female,1,3,0,28,25.27,20.74,4,157
363,01:55:36,nan,363,Sally,Female,0,3,0,37,36.74,19.15,3,157
364,01:55:36,nan,364,Demi,Female,6,6,0,39,27.37,19.58,6,160
1695,01:55:36,nan,1692,Karen,Female,2,2,0,36,33.59,20.28,3,165
6375,01:55:34,nan,6356,Danny,Male,1,1,0,38,23.28,21.59,3,154
2948,01:55:34,Blackwater Valley Runners,2938,Tracy,Female,4,4,1,30,27.6,22.01,2,160
3711,01:55:33,Lonely Goat Running Club,3699,Mark,Male,2,6,0,49,23.7,23.8,2,165
2947,01:55:33,nan,2937,Ella,Female,3,6,0,30,11.08,21.33,0,162
12563,01:55:33,Medway Fit,12526,Jo,Male,1,3,0,34,22.48,18.7,3,157
7017,01:55:33,nan,6995,Barrie,Male,0,4,0,39,27.1,19.45,2,155
362,01:55:32,Kingfisher Harriers,362,Hayley,Female,0,6,1,49,32.04,25.3,4,169
7382,01:55:32,Kingfisher Harriers,7360,Donna,Female,2,2,0,28,40.57,19.01,2,166
14391,01:55:31,nan,14349,Colin,Male,0,1,0,38,16.51,19.78,2,168
14390,01:55:30,nan,14348,Kev,Male,0,4,0,39,12.71832329,19.67,2,160
9638,01:55:29,nan,9611,Hilary,Female,3,7,0,35,18.33,20.84,1,159
9170,01:55:29,Hatch Warren Runners,9146,Ruth,Female,0,4,1,33,24.25,21.23,2,1
6374,01:55:29,Womens Running Network,6355,Alison,Female,3,5,1,33,17.28,22.93,4,165
9169,01:55:28,nan,9145,Annie,Female,0,4,0,31,23.99,21.35,4,168
1693,01:55:27,nan,1690,Sarah,Female,0,1,0,21,25.95,20.31,2,159
2946,01:55:27,nan,2936,Stephen,Male,7,7,0,35,39.04,20.54,1,161
1694,01:55:27,nan,1691,Anna,Female,5,5,0,38,22.28,19.76,2,160
361,01:55:27,nan,361,Jesse,Male,0,1,0,29,16.58,21.41,3,158
12562,01:55:27,On the Run Aylesbury,12525,Laura,Female,3,3,0,41,40.58,19.73,2,163
5237,01:55:27,nan,5219,Charlotte,Female,0,4,0,39,27.51,21.32,4,171
11294,01:55:26,Run Together,11261,Sally-Anne,Male,1,3,0,34,13.51,21.49,2,164
3710,01:55:26,nan,3698,Bami,Male,2,4,0,29,19.08,21.11,2,166
7944,01:55:26,nan,7922,Lucy,Female,0,1,0,39,32.35,21.3,2,160
7016,01:55:26,nan,6994,Sally,Female,0,2,0,38,28.86,19.81,4,158
7015,01:55:26,nan,6993,Simon,Male,0,5,0,43,20.36,21.09,4,157
11293,01:55:25,nan,11260,James,Male,2,5,0,37,18.7,22.21,1,1
10558,01:55:25,nan,10528,Caroline,Female,7,7,0,33,22.36,18.07,3,164
1692,01:55:24,nan,1689,Laura,Female,3,3,0,45,19.46,22.81,4,162
2944,01:55:23,Fareham Crusaders,2934,Leighanne,Female,1,1,0,40,16.95,20.67,4,163
2945,01:55:23,nan,2935,Alice,Female,2,2,0,42,18.65,21.89,1,156
12561,01:55:23,nan,12524,Sarah,Female,4,5,0,19,27.26,20.14,1,161
6373,01:55:23,nan,6354,Kim,Female,1,1,0,25,20.37,22.71,4,155
1690,01:55:22,nan,1687,Jo,Male,5,5,0,33,15.7,23.05,1,163
12560,01:55:22,nan,12523,Clare,Female,0,3,0,36,26.82,22.38,1,167
13226,01:55:22,nan,13185,Ben,Male,2,4,0,28,30.24,22.0,2,1
1691,01:55:22,Purbeck Runners,1688,Tracey,Female,0,5,0,32,18.13,22.36,3,159
9168,01:55:21,nan,9144,Suzy,Female,0,5,0,31,16.02,21.29,3,154
2943,01:55:20,nan,2933,Hayley,Female,0,3,0,39,30.41,21.29,3,175
2942,01:55:19,nan,2932,Elaine,Female,3,3,0,36,24.95,22.64,2,172
7943,01:55:19,nan,7921,Cathy,Female,5,5,0,42,31.98,20.68,2,164
5236,01:55:19,nan,5218,Liberty,Female,2,2,0,34,31.59,18.48,3,161
4104,01:55:19,nan,4091,Alison,Female,0,1,0,25,24.85,17.97,2,156
13225,01:55:19,100 Marathon Club,13184,Helen,Female,1,6,1,25,35.53,20.7,2,154
9874,01:55:18,nan,9847,Manda,Female,1,1,0,19,30.31,20.56,3,162
4103,01:55:18,nan,4090,Gieta,Male,2,4,0,50,28.33,17.96,3,158
7942,01:55:18,nan,7920,Callum,Male,2,2,0,34,11.12,18.97,2,170
7941,01:55:18,nan,7919,Helen,Female,7,7,0,39,26.66,20.82,3,159
13224,01:55:18,nan,13183,Jacquie,Female,1,3,0,30,21.73,23.28,5,162
2941,01:55:17,nan,2931,Becky,Female,0,0,0,40,21.88,21.5,4,163
2940,01:55:17,nan,2930,Gerard,Male,0,1,0,26,15.39,19.85,4,165
14388,01:55:17,nan,14346,Liam,Male,3,3,0,29,16.65,19.23,3,160
2939,01:55:16,nan,2929,Hollie,Female,3,3,0,36,27.41,20.16,2,166
11291,01:55:16,nan,11258,Steve,Male,0,2,0,37,25.52,17.69,2,166
10557,01:55:16,Beginners2Runners,10527,Nicola,Female,2,3,1,41,12.71832329,19.53,1,164
7381,01:55:16,Hatch Warren Runners,7359,Rachel,Female,3,5,0,40,33.88,21.34,2,163
12558,01:55:15,nan,12521,Chrissie,Female,2,6,0,43,12.71832329,21.72,1,159
360,01:55:15,Blackwater Valley Runners,360,Jon,Male,2,3,0,30,14.99,21.29,3,168
11290,01:55:15,nan,11257,Cathy,Female,0,2,0,37,10.32,19.4,3,165
1689,01:55:15,nan,1686,Vickie,Female,1,5,0,39,34.28,22.92,3,163
12557,01:55:14,nan,12520,Mia,Female,4,4,0,38,26.76,22.13,0,167
2938,01:55:14,nan,2928,Rachel,Female,0,2,0,25,17.41,20.87,2,161
1688,01:55:14,Purbeck Runners,1685,Bonnie,Female,2,4,0,31,33.15,20.26,0,159
11289,01:55:14,nan,11256,Anne,Female,0,6,0,33,29.95,20.46,4,160
11288,01:55:14,nan,11255,Sean,Male,3,7,0,31,23.45,17.75,1,168
2937,01:55:13,nan,2927,Denise,Female,0,0,0,27,24.7,21.76,1,161
6372,01:55:13,nan,6353,Hazel,Female,0,5,0,36,17.11,22.13,3,168
6371,01:55:13,nan,6352,Will,Male,5,5,0,29,12.55,20.19,3,164
14387,01:55:13,nan,14345,Charlotte,Female,2,2,0,25,14.97,22.64,1,164
6370,01:55:11,Stubbington Green Runners,6351,Sarah,Female,0,2,0,40,11.63,19.19,4,163
13435,01:55:10,nan,13393,Tamsin,Female,1,5,0,40,17.82,21.6,4,166
5234,01:55:10,nan,5216,Elise,Female,5,5,0,32,20.03,21.18,3,156
10556,01:55:10,nan,10526,Kerry,Female,0,2,0,47,14.89,23.06,5,157
11287,01:55:09,nan,11254,Alison,Female,0,6,0,35,24.51,20.12,5,169
10555,01:55:09,nan,10525,Kelcie,Male,0,3,0,25,25.49,21.26,2,1
4571,01:55:08,nan,4554,Francesca,Female,2,3,0,41,13.61,19.37,3,162
9167,01:55:08,nan,9143,Helen,Female,1,3,0,39,22.37,23.17,3,161
7940,01:55:08,nan,7918,Martin,Male,0,4,0,30,21.53,20.93,2,171
10554,01:55:08,nan,10524,Donna,Female,2,5,0,33,20.11,25.73,2,167
10553,01:55:07,Reading Road Runners,10523,Rachel,Female,3,5,1,19,29.16,18.85,2,160
12556,01:55:07,nan,12519,Gillian,Female,0,3,0,29,38.47,22.08,2,153
4570,01:55:06,nan,4553,Tim,Male,1,5,0,31,31.01,21.39,1,171
2936,01:55:06,100 Marathon Club,2926,Ben,Male,3,4,1,28,20.45,22.2,1,162
4101,01:55:06,nan,4088,Emily,Female,0,8,0,41,13.05,19.61,3,166
9637,01:55:06,nan,9610,Oli,Male,6,6,0,31,26.02,20.57,1,165
9166,01:55:06,nan,9142,Jackie,Male,1,4,0,25,22.88,19.52,4,161
12555,01:55:06,nan,12518,Jayne,Female,0,1,0,39,20.15,19.34,5,163
2934,01:55:05,nan,2924,Toria,Male,2,6,0,31,22.23,19.24,0,155
2935,01:55:05,nan,2925,Ian,Male,4,4,0,42,23.93,19.97,3,153
10552,01:55:04,nan,10522,Halle,Female,0,3,0,26,31.12,23.48,1,168
3709,01:55:03,nan,3697,Mark,Male,1,3,0,39,35.44,23.81,3,163
13434,01:55:03,nan,13392,Oliver,Male,1,3,0,33,20.88,18.22,4,170
1687,01:55:03,nan,1684,David,Male,0,3,0,41,34.04,20.94,6,164
12554,01:55:03,nan,12517,Sarah,Female,2,2,0,34,24.08,21.55,1,160
4569,01:55:02,nan,4552,James,Male,4,6,0,56,25.53,19.82,2,164
14385,01:55:02,nan,14343,Keith,Male,4,4,0,40,18.35,22.02,3,169
6369,01:55:02,Harold Wood Running Club,6350,Alison,Female,0,2,0,36,26.94,22.24,4,165
14386,01:55:02,nan,14344,Beverley,Female,0,2,0,43,35.26,25.05,3,159
6368,01:55:01,nan,6349,Jessica,Female,1,3,0,29,29.91,22.14,3,165
2933,01:55:01,nan,2923,Scott,Male,0,4,0,45,15.05,21.86,4,159
6367,01:55:01,nan,6348,Josh,Male,0,6,0,25,43.6,23.13,2,159
9165,01:55:00,nan,9141,Trudy,Female,0,4,0,31,11.17,23.62,-1,165
14384,01:54:59,nan,14342,Kirsty,Female,0,3,0,25,16.28,19.38,20000,154
9164,01:54:59,nan,9140,Daniel,Male,0,1,0,36,42.82,21.29,1,157
2932,01:54:57,nan,2922,Dani,Male,0,3,0,36,30.48,20.82,4,173
7939,01:54:57,nan,7917,Jo,Male,2,6,0,30,24.0,20.3,3,170
14383,01:54:57,nan,14341,Ben,Male,0,3,0,36,25.53,22.2,3,171
6366,01:54:57,nan,6347,Ady,Female,3,4,0,32,19.63,21.34,2,158
2931,01:54:56,nan,2921,Janet,Female,0,6,0,44,38.05,21.04,4,159
6365,01:54:56,Vegan Runners UK,6346,Mike,Male,2,2,1,44,27.94,21.31,3,158
7938,01:54:55,Fareham Crusaders,7916,Sue,Female,4,4,1,36,15.82,19.39,3,160
1685,01:54:54,nan,1683,Adam,Male,3,5,0,44,27.27,22.21,5,163
9163,01:54:54,nan,9139,Poppy,Female,4,4,0,43,12.71832329,22.73,3,162
2930,01:54:54,nan,2920,Chrissy,Female,1,2,0,29,16.36,22.2,4,1
10713,01:54:54,nan,10680,Kim,Female,2,7,0,33,22.76,18.59,3,165
1683,01:54:53,nan,1681,Megan,Female,2,10,0,40,11.47,20.66,1,163
5233,01:54:53,nan,5215,Jim,Male,0,4,0,49,11.75,21.07,5,170
1684,01:54:53,nan,1682,Callum,Male,0,0,0,34,16.16,18.75,1,161
1681,01:54:52,nan,1679,Ellie,Female,0,4,0,25,25.52,21.54,-1,159
14382,01:54:52,Hedge End Running Club,14340,Victoria,Female,3,3,0,36,32.3,19.26,5,158
12553,01:54:51,nan,12516,Melissa,Female,3,4,0,29,20.45,21.2,2,1
7380,01:54:51,nan,7358,Mark,Male,5,5,0,37,12.71832329,19.58,2,157
1680,01:54:51,nan,1678,Shauna,Female,3,3,0,36,13.93,19.79,3,157
1679,01:54:50,100 Marathon Club,1677,Ainsley,Female,0,5,0,26,20.41,19.74,4,163
11286,01:54:50,nan,11253,Megan,Female,1,4,0,25,18.71,21.65,0,157
14381,01:54:50,nan,14339,Emma-Jane,Male,2,3,0,29,23.61,21.98,0,152
12552,01:54:49,Sittingbourne Striders,12515,Ronald,Male,0,3,0,50,17.0,18.93,2,162
10550,01:54:48,nan,10520,Franklin,Male,0,5,0,42,31.12,17.05,3,1
12551,01:54:47,nan,12514,Aimee,Female,1,4,0,35,30.01,20.54,3,161
1678,01:54:46,nan,1676,Jenni,Female,0,6,0,29,16.46,19.87,5,155
6364,01:54:45,nan,6345,Rachel,Female,1,4,0,45,22.82,24.55,3,153
6363,01:54:45,nan,6344,Caitlin,Female,0,2,0,42,45.72,21.95,3,1
7014,01:54:45,nan,6992,Joanne,Female,3,4,0,31,23.21,20.43,3,164
9162,01:54:45,nan,9138,Chris,Male,7,7,0,39,18.63,23.29,5,162
9873,01:54:44,nan,9846,Adrianna,Female,1,3,0,36,16.88,22.34,4,168
11285,01:54:44,nan,11252,Nadine,Female,1,1,0,40,25.31,20.26,3,161
3708,01:54:44,nan,3696,Hilary,Female,0,3,0,43,18.27,18.38,2,162
9161,01:54:44,nan,9137,Ann,Female,0,3,0,26,25.49,23.46,4,150
10549,01:54:42,nan,10519,Kim,Female,0,6,0,42,20.62,23.59,4,155
12550,01:54:42,nan,12513,Jacob,Male,0,3,0,45,27.67,17.69,3,164
5232,01:54:42,Haslemere Border AC,5214,Yve,Male,1,4,0,27,34.0,22.57,20000,157
14380,01:54:41,Fordy Runs Running Club,14338,Tracey,Female,0,3,1,38,34.09,19.49,0,166
2929,01:54:41,Fordy Runs Running Club,2919,Tracey,Female,0,4,1,39,22.05,20.06,2,164
7013,01:54:41,nan,6991,David,Male,3,3,0,28,16.3,22.83,2,163
359,01:54:39,nan,359,Mark,Male,2,3,0,38,33.54,22.05,4,164
10548,01:54:39,nan,10518,Kim,Female,4,4,0,34,23.81,21.05,3,160
9872,01:54:39,nan,9845,Molly,Female,3,3,0,34,13.14,21.18,5,167
1677,01:54:38,nan,1675,Danielle,Female,5,5,0,42,15.72,20.38,1,153
10547,01:54:38,nan,10517,Andrew,Male,1,3,0,38,16.6,20.99,5,163
11283,01:54:38,Ealing Eagles RC,11250,Maggie,Female,0,5,1,35,17.79,21.77,6,158
11284,01:54:38,nan,11251,Dermot,Male,0,5,1,49,34.14,20.17,4,1
2928,01:54:38,Baffins Fitclub,2918,Kirsty,Female,1,1,0,27,23.22,22.24,4,168
9636,01:54:38,Chessington Unity Running Club,9609,Julie,Female,0,2,0,37,32.01,18.38,2,160
6362,01:54:37,nan,6343,George,Male,3,3,0,36,19.17,22.39,2,160
9635,01:54:37,nan,9608,Paul,Male,2,2,0,32,24.22,21.68,4,167
2927,01:54:37,nan,2917,Emma,Female,0,2,0,23,27.17,22.49,2,164
9160,01:54:36,Victory Athletic Club,9136,Jay,Male,3,3,1,31,29.04,22.54,2,165
3707,01:54:36,nan,3695,George,Male,5,6,0,30,41.0,20.35,2,161
14379,01:54:35,nan,14337,Lynn,Female,2,6,0,32,21.24,21.46,2,161
1676,01:54:35,nan,1674,William,Male,2,4,0,37,33.85,20.04,2,166
9159,01:54:35,Sittingbourne Striders,9135,Karen,Female,2,5,1,31,27.31,24.06,2,165
4568,01:54:34,nan,4551,Lou,Male,0,0,0,38,25.85,22.47,3,161
2926,01:54:34,nan,2916,Clare,Female,4,4,0,30,10.74,18.16,0,1
9158,01:54:34,nan,9134,Steven,Male,0,5,0,51,23.96,21.98,0,164
7937,01:54:34,nan,7915,James,Male,0,0,0,35,12.18,17.46,5,155
4100,01:54:34,nan,4087,Jason,Male,0,4,0,42,12.71832329,19.58,-1,162
7936,01:54:33,nan,7914,Sharnice,Male,5,5,0,35,25.59,20.5,3,159
2925,01:54:32,nan,2915,Theresa,Female,3,3,0,41,36.87,22.63,2,157
9157,01:54:31,nan,9133,Emily,Female,0,4,0,40,12.71832329,23.24,3,165
10546,01:54:31,nan,10516,Glenn,Male,4,5,0,36,29.55,21.25,1,163
10545,01:54:30,nan,10515,Bartlomiej,Male,2,3,0,31,14.89,20.48,2,158
9155,01:54:30,Portsmouth Joggers,9131,Fiona,Female,6,6,0,36,36.09,24.14,3,160
14378,01:54:30,nan,14336,Nigel,Male,0,1,0,52,22.97,22.23,1,164
13221,01:54:30,nan,13180,Jayne,Female,0,4,0,41,19.05,19.48,2,157
9156,01:54:30,Harpenden Arrows,9132,Janie,Female,0,2,0,34,35.08,21.3,3,155
13222,01:54:30,nan,13181,Grace,Female,0,3,0,38,20.96,21.46,3,171
13220,01:54:29,nan,13179,Leoni,Female,2,3,0,45,29.54,20.35,3,163
9634,01:54:29,nan,9607,Lee,Male,0,7,0,29,23.53,21.53,2,161
10544,01:54:28,Badass Mother Runners Club,10514,Karen,Female,0,3,0,36,31.39,22.97,2,152
5231,01:54:28,nan,5213,Ollie,Male,2,2,0,47,28.65,17.86,5,158
6657,01:54:27,nan,6635,Steven,Male,0,1,0,49,34.21,22.82,4,159
6658,01:54:27,RunVerity,6636,Linsi,Male,1,4,1,30,19.57,21.13,4,172
2924,01:54:27,nan,2914,Leah,Female,1,4,0,31,12.71832329,19.66,4,169
14377,01:54:27,nan,14335,Dan,Male,0,3,0,43,22.93,24.25,3,174
1675,01:54:26,nan,1673,Steven,Male,0,0,0,35,27.64,19.93,3,164
357,01:54:26,nan,357,Claire,Female,0,2,0,34,31.73,19.32,1,160
9871,01:54:26,RunVerity,9844,Sarah,Female,2,2,0,40,25.26,21.14,3,169
7935,01:54:25,Itchen Spitfires Running Club,7913,Jessica,Female,2,7,1,32,11.62,19.11,3,167
3706,01:54:25,nan,3694,Alina,Female,0,6,0,45,38.12,17.26,1,169
11282,01:54:24,nan,11249,Lisa,Female,4,4,0,26,31.67,20.96,20000,161
6360,01:54:23,nan,6341,Corinne,Female,0,8,0,30,31.56,19.99,2,163
7934,01:54:22,nan,7912,Karkay,Male,4,6,0,32,15.4,20.27,2,156
1674,01:54:22,nan,1672,Kathryn,Female,1,7,0,44,10.18,20.27,2,166
14376,01:54:22,nan,14334,Jamie,Female,0,4,0,36,22.2,20.69,3,159
7933,01:54:22,nan,7911,Katie,Female,0,2,0,38,37.58,19.45,3,173
12549,01:54:22,nan,12512,Ricky,Male,3,4,0,44,30.41,18.58,3,159
10543,01:54:21,nan,10513,Karen,Female,0,8,1,30,24.28,19.14,3,157
7012,01:54:21,nan,6990,Sioned,Female,4,4,0,37,31.47,20.3,3,165
2923,01:54:21,nan,2913,Jane,Female,0,2,0,35,27.87,22.75,2,163
9633,01:54:19,nan,9606,Steve,Male,3,3,0,39,13.7,20.32,3,166
1673,01:54:19,nan,1671,Michael,Male,4,4,0,36,37.09,21.25,2,157
9632,01:54:19,Portsmouth Joggers,9605,Louise,Female,3,4,1,44,14.47,20.07,2,162
9154,01:54:18,nan,9130,David,Male,0,2,0,31,11.41,21.51,1,167
1672,01:54:18,nan,1670,Sarah,Female,1,6,0,35,35.06,18.44,3,164
1671,01:54:17,nan,1669,Courteney,Female,0,5,0,30,31.57,19.37,2,168
7379,01:54:17,nan,7357,Emma,Female,2,3,0,41,27.32,21.23,5,160
9153,01:54:17,nan,9129,Steve,Male,2,5,0,29,13.1,21.45,3,174
14375,01:54:17,nan,14333,Nicola,Female,3,3,0,34,18.03,20.22,6,164
5229,01:54:17,nan,5211,Meera,Female,2,5,0,33,31.91,22.4,4,170
7931,01:54:15,nan,7909,Nicola,Female,0,6,0,38,27.21,22.0,2,160
6359,01:54:15,Chandler’s Ford Swifts Running Club,6340,Anne,Female,3,5,1,23,23.88,20.05,2,173
6357,01:54:14,RunVerity,6338,Karen,Female,0,2,0,24,10.84,21.24,1,167
7930,01:54:14,nan,7908,James,Male,0,4,0,42,12.71832329,18.02,3,160
4567,01:54:12,nan,4550,Jade,Female,4,4,0,34,34.75,22.2,3,161
1670,01:54:12,nan,1668,Val,Female,0,2,0,44,24.71,23.19,4,163
12548,01:54:12,nan,12511,Alex,Male,3,5,0,36,35.6,22.18,1,156
3705,01:54:12,nan,3693,Jane,Female,0,5,0,31,20.37,21.44,3,163
7929,01:54:12,Portsmouth Triathletes,7907,Allison,Female,1,2,0,37,17.06,18.17,3,159
2920,01:54:10,Droitwich AC,2910,Kay,Male,2,2,1,34,12.34,20.72,5,160
3704,01:54:10,nan,3692,Michelle,Female,0,3,0,26,28.7,19.48,1,166
3703,01:54:10,nan,3691,Emma,Female,0,4,0,32,26.7,22.06,4,159
6355,01:54:09,nan,6336,Scott,Male,5,6,0,44,38.94,17.9,2,164
6356,01:54:09,nan,6337,Joanna,Female,5,6,0,32,17.65,21.87,3,162
9152,01:54:09,nan,9128,Wendy,Female,2,5,0,36,21.88,18.4,5,160
5228,01:54:09,nan,5210,Alex,Male,2,2,0,24,19.08,22.05,5,170
11281,01:54:09,nan,11248,Claire,Female,0,5,0,30,31.61,15.82,4,162
1669,01:54:08,Running Colchester,1667,Wendy,Female,1,1,0,29,28.75,22.52,3,164
5227,01:54:07,nan,5209,Tim,Male,0,7,0,41,23.68,22.98,2,144
7010,01:54:07,Hook Runners,6988,Lizanne,Female,2,3,1,30,35.47,22.08,6,161
2919,01:54:06,nan,2909,Lorenzo,Male,0,5,0,36,14.89,20.96,2,159
12547,01:54:06,nan,12510,Dominic,Male,2,4,0,33,30.28,22.47,1,166
14634,01:54:06,Shinfield Running Club,14587,Claire,Female,3,3,1,25,20.74,20.87,1,160
13219,01:54:06,nan,13178,Colin,Male,0,3,0,39,12.71832329,20.77,1,152
3702,01:54:06,nan,3690,Shannon,Female,0,4,0,38,17.35,20.7,1,160
12546,01:54:06,nan,12509,Hannah,Female,4,4,0,29,36.28,22.7,3,160
7009,01:54:05,nan,6987,Richard,Male,5,5,0,35,12.71832329,21.53,1,159
9149,01:54:05,nan,9125,June,Female,0,3,0,41,32.13,23.0,4,162
9150,01:54:05,nan,9126,Joe,Male,4,4,0,50,25.86,20.44,3,171
5225,01:54:04,nan,5207,Emma,Female,1,2,0,34,14.53,20.44,2,164
5226,01:54:04,nan,5208,Elisabeth,Female,2,3,0,30,18.18,19.9,2,168
7378,01:54:04,nan,7356,Gemma,Female,0,0,0,38,34.51,21.74,2,166
7928,01:54:03,nan,7906,Nick,Male,1,6,0,39,11.45,22.42,2,164
4566,01:54:03,nan,4549,Aaron,Male,5,5,0,44,30.41,20.02,2,162
2918,01:54:03,nan,2908,Joseph,Male,4,4,0,30,38.88,21.12,1,164
12545,01:54:02,nan,12508,Lou,Male,5,6,0,41,33.25,21.49,4,156
14374,01:54:02,Inspire Runners Chichester,14332,Helen,Female,0,5,1,34,25.83,21.49,2,161
1667,01:54:02,nan,1665,Cath,Female,0,5,0,39,31.08,22.13,3,168
1668,01:54:02,nan,1666,Dee,Female,5,5,0,25,18.04,19.51,4,168
6354,01:54:02,nan,6335,Charlie,Male,0,4,0,32,15.95,23.35,3,161
7927,01:54:02,nan,7905,Elizabeth,Female,0,7,0,29,18.42,21.22,2,161
11280,01:54:01,nan,11247,Michael,Male,5,5,0,36,23.99,22.25,0,157
6353,01:54:01,nan,6334,Diane,Female,0,5,0,38,26.6,22.27,2,156
12544,01:54:01,nan,12507,Patricia,Female,1,4,0,28,36.78,19.38,1,164
2917,01:54:01,nan,2907,Yasmin,Female,4,4,0,39,31.65,18.8,5,162
356,01:54:00,nan,356,Emily,Female,1,6,0,34,33.78,20.45,3,158
12542,01:54:00,Victory Athletic Club,12505,Robert,Male,3,3,0,36,25.32,19.92,2,167
12543,01:54:00,nan,12506,Grace,Female,3,3,0,45,12.59,21.21,4,1
2915,01:53:59,nan,2905,Leanne,Female,4,5,0,29,26.87,21.91,2,158
7925,01:53:59,nan,7903,Tracy,Female,0,4,0,41,21.78,21.71,2,166
2916,01:53:59,Fetch Everyone Running Club,2906,Linda,Female,0,5,0,35,28.55,19.26,2,168
10542,01:53:59,nan,10512,Natalie,Female,0,4,0,20,25.65,21.8,2,169
7926,01:53:59,nan,7904,Verity,Female,2,5,0,32,21.7,16.93,5,161
11279,01:53:58,Arunners RC,11246,Carrie,Female,0,4,1,29,26.85,19.77,3,160
6352,01:53:58,Totton RC,6333,Jeanette,Female,0,4,0,31,37.63,18.88,5,155
7008,01:53:58,nan,6986,Ruth,Female,0,2,0,43,28.6,21.5,2,161
1666,01:53:58,Invicta East Kent AC,1664,Peter,Male,0,4,0,31,17.93,20.44,3,163
4099,01:53:58,nan,4086,Emily,Female,1,4,0,32,29.36,21.17,5,166
2914,01:53:58,Totton RC,2904,Victoria,Female,0,3,0,31,31.45,19.75,2,152
1665,01:53:58,nan,1663,Karen,Female,0,4,0,38,21.78,19.97,3,160
11278,01:53:57,nan,11245,Liz,Female,3,5,0,50,30.5,22.2,2,155
4565,01:53:57,2 Dash,4548,Helen,Female,4,4,0,39,18.55,21.97,2,167
9148,01:53:56,nan,9124,Matthew,Male,0,5,0,29,30.63,23.49,2,167
6351,01:53:55,nan,6332,Joanne,Female,0,1,0,43,12.65,21.86,4,161
3701,01:53:55,nan,3689,Sarah,Female,0,2,0,39,17.51,22.24,1,171
1664,01:53:55,nan,1662,Adie,Male,1,3,0,44,19.93,21.06,2,163
14372,01:53:54,nan,14330,Niamh,Female,0,4,0,48,22.91,21.32,3,166
9147,01:53:54,nan,9123,Charlotte,Female,0,2,0,33,14.52,21.75,3,1
4563,01:53:54,nan,4546,Michele,Female,2,4,0,34,24.89,20.92,3,154
4564,01:53:54,nan,4547,Kristofor,Male,0,4,0,58,27.39,20.76,3,161
14373,01:53:54,nan,14331,Nicky,Male,8,8,0,35,19.29,20.33,2,167
14371,01:53:53,Brighton & Hove Womens Running Club,14329,Kay,Male,6,6,1,40,32.22,22.78,0,161
12540,01:53:53,nan,12503,Stephen,Male,0,6,0,37,11.22,20.41,4,159
12541,01:53:53,nan,12504,Adam,Male,0,2,0,38,33.27,18.27,2,163
9146,01:53:52,nan,9122,Katie,Female,0,4,0,30,26.68,19.68,3,159
5224,01:53:52,nan,5206,Katherine,Female,0,2,0,36,22.66,25.29,4,165
1663,01:53:52,nan,1661,Amanda,Female,0,4,0,26,17.86,19.67,4,158
2913,01:53:51,Lonely Goat Running Club,2903,Samantha,Female,6,6,1,31,25.24,19.62,3,162
11277,01:53:51,nan,11244,Rahim,Male,0,3,0,31,14.99,23.98,3,167
11276,01:53:50,nan,11243,Gemma,Female,0,0,0,37,20.22,20.88,3,173
12539,01:53:50,nan,12502,Kerri,Female,0,3,0,28,25.64,21.62,2,168
5223,01:53:49,Tadley Runners,5205,Peter,Male,0,5,1,33,39.43,20.19,3,163
7924,01:53:49,nan,7902,Katie,Female,7,7,0,34,34.86,20.64,2,165
1662,01:53:49,nan,1660,Chris,Male,0,3,0,50,20.01,20.4,2,157
4098,01:53:49,nan,4085,Jo,Male,0,4,0,34,37.08,21.52,4,158
